step	semantic_branch_name	runtime_name	env_name	should_we_do_it
DEPLOY_CDK_STACK	doc	ci	tst	
DEPLOY_CDK_STACK	doc	ci	stg	
DEPLOY_CDK_STACK	doc	ci	prd	
DEPLOY_CDK_STACK	app	local	devops	
DEPLOY_CDK_STACK	app	local	sbx	
DEPLOY_CDK_STACK	app	local	tst	
DEPLOY_CDK_STACK	app	local	stg	
DEPLOY_CDK_STACK	app	local	prd	
DEPLOY_CDK_STACK	app	ci	devops	
DEPLOY_CDK_STACK	app	ci	sbx	
DEPLOY_CDK_STACK	app	ci	tst	
DEPLOY_CDK_STACK	app	ci	stg	
DEPLOY_CDK_STACK	app	ci	prd	
DEPLOY_CDK_STACK	release	local	devops	
DEPLOY_CDK_STACK	release	local	sbx	
DEPLOY_CDK_STACK	release	local	tst	
DEPLOY_CDK_STACK	release	local	stg	
DEPLOY_CDK_STACK	release	local	prd	
DEPLOY_CDK_STACK	release	ci	devops	
DEPLOY_CDK_STACK	release	ci	sbx	
DEPLOY_CDK_STACK	release	ci	tst	
DEPLOY_CDK_STACK	release	ci	stg	
DEPLOY_CDK_STACK	release	ci	prd	
DEPLOY_CDK_STACK	cleanup	local	devops	
DEPLOY_CDK_STACK	cleanup	local	sbx	
DEPLOY_CDK_STACK	cleanup	local	tst	
DEPLOY_CDK_STACK	cleanup	local	stg	
DEPLOY_CDK_STACK	cleanup	local	prd	
DEPLOY_CDK_STACK	cleanup	ci	devops	
DEPLOY_CDK_STACK	cleanup	ci	sbx	
DEPLOY_CDK_STACK	cleanup	ci	tst	
DEPLOY_CDK_STACK	cleanup	ci	stg	
DEPLOY_CDK_STACK	cleanup	ci	prd	
RUN_INTEGRATION_TEST	main	local	devops	
RUN_INTEGRATION_TEST	main	local	sbx	
RUN_INTEGRATION_TEST	main	local	tst	
RUN_INTEGRATION_TEST	main	local	stg	
RUN_INTEGRATION_TEST	main	local	prd	
RUN_INTEGRATION_TEST	main	ci	devops	
RUN_INTEGRATION_TEST	main	ci	sbx	
RUN_INTEGRATION_TEST	main	ci	tst	
RUN_INTEGRATION_TEST	main	ci	stg	
RUN_INTEGRATION_TEST	main	ci	prd	
RUN_INTEGRATION_TEST	feature	local	devops	
RUN_INTEGRATION_TEST	feature	local	sbx	
RUN_INTEGRATION_TEST	feature	local	tst	
RUN_INTEGRATION_TEST	feature	local	stg	
RUN_INTEGRATION_TEST	feature	local	prd	
RUN_INTEGRATION_TEST	feature	ci	devops	
RUN_INTEGRATION_TEST	feature	ci	sbx	
RUN_INTEGRATION_TEST	feature	ci	tst	
